ax,ay,az,gx,gy,gz
1.971,3.189,-0.305,-2.646,3.791,-2.018
-1.109,4.27,-0.706,-3.048,2.422,-4.022
-5.588,6.362,-0.124,-3.327,1.06,-5.34
-9.904,9.779,3.691,-3.659,0.588,-5.572
-13.45,12.028,11.575,-2.457,0.963,-5.086
-17.021,11.51,20.547,-0.195,1.696,-3.039
-19.736,5.589,27.406,2.387,2.071,-0.29
-19.01,-4.808,30.079,4.897,2.309,1.956
-16.763,-16.479,26.882,6.856,2.144,3.523
-13.738,-22.493,17.868,6.547,1.345,4.445
-11.629,-24.683,7.949,4.992,0.137,4.002
-9.896,-20.135,0.043,2.915,-0.797,3.201
-9.845,-11.429,-3.281,0.683,-0.512,3.083
-8.924,-4.08,-2.9,-1.169,0.284,3.019
-7.454,-0.607,-0.786,-2.213,1.573,2.66
