ax,ay,az,gx,gy,gz
6.114,21.693,13.609,6.278,2.123,-6.007
13.391,25.403,22.733,6.974,3.484,-5.618
17.774,24.145,28.541,6.579,3.763,-4.423
26.128,16.427,34.293,5.031,2.409,-2.38
29.317,9.985,40.542,2.205,0.3,0.327
25.3,6.186,44.565,-1.147,-2.75,2.286
18.784,8.819,48.649,-4.442,-5.181,3.474
14.793,18.181,54.563,-6.724,-6.137,4.777
8.606,31.65,56.384,-8.1,-5.563,5.568
8.444,43.157,49.717,-8.697,-4.184,5.903
11.554,47.832,34.32,-7.859,-2.638,6.063
13.586,46.888,16.944,-5.723,-1.054,5.721
16.114,39.969,3.664,-2.9,-0.221,4.459
17.613,28.277,-2.302,-0.032,-0.194,3.013
16.064,14.85,-1.962,2.225,-0.821,1.907
