ax,ay,az,gx,gy,gz
1.923,17.898,9.588,5.558,1.43,-6.083
10.734,26.943,18.954,6.479,3.186,-6.765
18.724,27.13,25.289,6.1,3.779,-5.728
30.771,22.574,30.991,4.805,2.238,-3.438
35.913,18.066,39.241,2.118,0.265,-0.165
33.603,15.363,48.85,-1.375,-2.008,3.11
25.019,19.099,54.246,-4.867,-4.193,5.573
15.727,31.13,58.379,-7.031,-5.091,6.546
5.007,44.044,57.78,-8.298,-3.394,6.585
6.76,51.536,46.646,-8.452,-1.937,5.734
13.142,51.73,27.497,-6.801,0.212,5.119
18.925,43.324,8.524,-4.357,1.294,4.208
25.31,32.499,-1.147,-1.512,1.083,3.364
28.28,21.274,-2.28,1.045,-0.31,2.871
22.05,11.27,2.217,2.828,-1.731,2.621
