ax,ay,az,gx,gy,gz
5.607,-1.904,2.121,3.371,-3.1,-3.111
9.955,-2.332,2.308,4.007,-2.27,-4.362
16.155,-4.233,3.91,4.711,-1.187,-4.716
20.77,-8.785,9.3,4.779,-1.39,-4.203
24.719,-13.541,16.323,3.271,-2.135,-2.751
28.125,-12.375,26.901,0.461,-3.358,0.043
33.417,-5.626,35.272,-2.405,-2.728,2.827
38.081,5.866,39.0,-5.355,-2.508,5.225
37.168,19.128,33.618,-6.986,-0.677,7.103
36.605,29.846,23.225,-6.556,0.535,7.409
30.651,30.629,8.291,-4.517,2.037,5.73
23.796,25.147,-3.125,-1.97,2.305,3.772
17.259,14.742,-7.745,0.611,2.275,1.914
16.89,5.6,-6.092,2.264,0.733,0.623
14.096,-1.107,-1.4,3.12,-0.821,0.364
