ax,ay,az,gx,gy,gz
-3.996,-3.573,-6.975,-1.452,-0.167,0.387
-4.555,-2.304,-7.923,-1.268,-0.092,0.167
-4.489,-1.163,-8.362,-0.758,-0.088,-0.08
-4.547,-0.493,-8.309,-0.027,-0.082,-0.337
-4.105,-0.783,-7.409,0.796,-0.006,-0.524
-3.483,-1.609,-6.445,1.479,-0.331,-0.753
-3.226,-3.157,-5.935,1.872,-0.507,-0.827
-3.208,-5.124,-6.055,1.826,-0.669,-0.761
-3.808,-6.242,-6.405,1.412,-0.689,-0.669
-3.922,-6.807,-6.65,0.875,-0.427,-0.548
-3.256,-7.098,-6.162,0.438,-0.101,-0.345
-2.739,-7.039,-5.083,0.156,-0.072,-0.117
-2.46,-6.363,-3.745,0.137,-0.115,0.077
-2.165,-6.498,-2.945,0.361,-0.358,0.289
-2.7,-6.594,-3.049,0.614,-0.502,0.499
-3.281,-6.865,-3.221,0.8,-0.32,0.746
-3.583,-6.799,-3.131,0.911,-0.089,0.955
-4.281,-7.101,-2.837,0.946,0.048,1.089
-5.207,-7.23,-2.424,0.938,0.143,1.102
-5.923,-7.525,-1.96,0.926,0.032,1.051
-7.516,-7.622,-2.125,0.861,-0.23,0.907
-9.177,-7.984,-2.734,0.674,-0.243,0.608
-9.595,-7.84,-3.147,0.414,0.117,0.3
-8.63,-7.379,-2.986,0.108,0.544,0.11
-7.675,-6.642,-2.5,-0.17,0.718,0.032
-6.437,-5.908,-1.91,-0.312,0.738,0.018
-4.945,-4.558,-1.253,-0.275,0.422,0.15
-3.443,-2.819,-0.673,-0.095,-0.171,0.635
-2.481,-0.664,-0.403,0.135,-0.805,1.576
-2.536,2.098,-0.282,0.362,-1.213,2.961
-4.268,4.9,0.432,0.582,-1.746,4.468
-9.692,5.648,2.012,0.853,-2.231,5.645
-19.217,0.038,3.713,0.555,-2.211,5.651
-28.763,-4.509,7.459,-0.952,-1.262,3.87
-37.941,-5.215,15.877,-2.826,0.301,0.711
-47.302,0.832,25.488,-4.651,2.227,-2.596
-40.411,8.897,28.29,-5.326,3.309,-5.653
-30.177,19.73,26.433,-5.095,3.532,-6.227
-21.905,25.614,23.286,-3.292,2.528,-4.742
-15.975,22.139,15.758,-1.014,1.121,-2.192
-5.628,12.76,6.51,1.0,-0.276,0.011
-9.161,1.533,2.469,1.84,-0.773,1.928
-11.698,-6.534,3.463,2.381,-0.497,2.188
-11.537,-10.648,2.879,2.344,0.127,1.857
-8.272,-10.417,2.196,2.053,0.793,1.568
-8.237,-11.109,1.631,1.885,0.954,1.564
-7.841,-10.081,2.078,1.652,1.341,1.66
-7.883,-9.086,1.579,1.271,1.317,1.631
-8.655,-9.202,2.083,1.047,1.244,1.349
-9.404,-8.017,2.238,0.841,0.831,0.784
-8.732,-6.408,2.392,0.68,0.87,0.357
-6.696,-4.115,2.0,0.484,0.684,0.462
-4.799,-1.57,1.451,0.462,0.401,1.221
-3.742,1.103,1.234,0.54,0.03,2.498
