ax,ay,az,gx,gy,gz
-10.067,-3.155,2.328,-1.475,1.07,-3.03
-7.679,-3.806,1.78,-1.504,1.147,-3.197
-5.597,-4.482,1.347,-1.483,0.811,-2.948
-4.76,-5.046,0.597,-1.449,0.309,-2.456
-4.4,-5.241,-0.259,-1.371,-0.144,-1.855
-4.478,-5.065,-1.406,-1.195,-0.359,-1.229
-5.036,-4.678,-2.132,-0.992,-0.47,-0.706
-5.905,-4.58,-2.872,-0.777,-0.547,-0.396
-6.283,-4.364,-3.589,-0.58,-0.434,-0.176
-6.499,-4.505,-3.937,-0.398,-0.257,-0.03
-6.947,-4.91,-3.892,-0.346,-0.365,-0.061
-7.421,-5.364,-4.001,-0.341,-0.318,-0.177
-7.02,-5.437,-3.883,-0.316,-0.045,-0.202
-6.398,-5.706,-3.553,-0.257,0.068,-0.16
-6.338,-6.128,-3.313,-0.193,-0.044,-0.124
-6.246,-6.581,-3.189,-0.108,0.071,-0.172
-5.075,-6.696,-3.024,0.03,0.265,-0.192
-3.487,-6.488,-2.612,0.179,0.333,-0.081
-2.471,-5.642,-1.984,0.357,0.152,0.18
-1.34,-3.929,-0.979,0.55,0.05,0.795
-0.853,-1.565,-0.3,0.786,-0.322,1.905
-2.191,0.803,0.254,1.142,-0.916,3.236
-6.099,1.69,1.485,1.609,-1.596,4.515
-11.887,0.344,4.955,1.805,-2.015,5.297
-18.296,-6.422,9.935,0.72,-2.099,4.756
-26.23,-9.545,17.947,-1.27,-1.188,2.641
-34.847,-6.912,28.091,-3.429,-0.463,-0.334
-35.506,1.964,31.173,-5.49,0.977,-3.419
-29.282,9.524,27.178,-6.091,1.397,-5.386
-22.933,18.714,21.976,-4.735,1.943,-5.171
-16.117,19.808,15.248,-2.312,0.943,-3.236
-8.482,14.308,5.965,-0.072,0.64,-0.98
-6.093,3.551,2.461,1.99,-0.023,1.168
-8.374,-4.278,3.869,2.764,0.539,2.456
-8.955,-8.944,4.588,2.691,0.735,2.554
-8.038,-8.694,3.871,2.435,1.538,2.365
-6.23,-7.522,3.908,2.384,1.608,2.679
-6.11,-4.77,3.663,2.204,1.269,3.271
-8.11,-2.05,3.304,2.268,0.528,3.855
-12.035,-4.361,4.869,2.505,0.164,4.23
-16.155,-12.999,9.666,1.582,-0.403,3.3
-23.984,-15.519,17.182,-0.608,-0.246,0.818
-32.154,-13.681,26.029,-2.756,-0.117,-1.954
-32.706,-6.986,29.197,-4.668,0.431,-4.36
-29.652,3.171,26.415,-5.669,0.215,-5.654
-25.208,15.313,20.647,-4.792,0.342,-5.041
-19.026,18.027,13.236,-2.308,-0.109,-2.679
-11.936,12.991,5.274,0.032,-0.127,-0.506
-9.175,3.172,2.735,1.954,-0.005,1.22
-8.424,-4.823,3.748,2.887,0.465,2.036
-8.057,-8.778,4.594,3.0,1.002,2.222
-6.788,-10.075,4.812,2.773,1.416,2.278
-5.6,-9.187,4.933,2.574,1.435,2.539
-4.704,-6.657,4.065,2.361,1.072,3.087
-5.488,-3.743,3.876,2.367,0.58,3.871
-9.769,-5.236,5.581,2.426,-0.279,4.461
-19.069,-12.791,10.028,1.51,-0.956,3.464
-27.166,-14.056,18.265,-0.632,-0.061,1.031
-38.752,-6.247,29.41,-2.788,-0.219,-1.567
-40.062,-0.903,32.327,-4.686,-0.082,-4.089
-36.936,7.403,29.709,-5.498,0.12,-5.685
-27.803,19.455,23.866,-4.677,0.299,-5.265
-20.309,22.1,15.089,-2.127,-0.752,-2.921
-10.437,11.798,5.108,0.267,-0.606,-0.636
-9.428,3.195,2.976,2.178,-0.388,1.182
-8.966,-4.136,3.776,2.965,-0.108,2.019
-7.922,-8.59,4.287,3.136,0.468,2.448
-7.932,-9.25,4.778,2.726,0.912,2.661
-6.678,-8.353,4.974,2.576,1.105,2.844
-6.446,-5.207,4.879,2.609,0.844,3.396
-8.465,-4.236,5.869,2.704,0.535,3.922
-12.552,-5.744,7.857,2.525,0.069,3.999
-16.015,-12.641,10.916,1.707,-0.57,3.074
-23.194,-15.401,17.449,-0.537,-0.332,0.849
-30.663,-13.544,27.302,-2.918,-0.003,-1.834
-31.653,-5.467,30.527,-5.14,0.701,-3.972
-27.99,4.223,28.158,-5.878,0.626,-5.15
-24.839,15.082,23.271,-4.968,0.586,-4.934
-18.691,19.193,15.742,-2.361,0.299,-2.956
-11.482,13.951,6.745,0.071,0.241,-0.84
-9.135,4.674,4.024,2.261,0.02,0.747
-9.121,-3.901,4.798,3.129,0.429,1.545
-7.846,-8.977,5.865,3.205,1.356,1.881
-7.452,-11.141,6.801,2.815,1.705,2.122
-7.357,-10.522,6.335,2.431,1.767,2.28
-6.25,-8.751,4.891,2.063,1.469,2.537
-5.787,-5.975,4.127,2.011,1.186,3.118
-7.532,-5.641,4.469,2.044,0.32,3.794
-15.563,-12.053,7.247,1.525,0.003,3.236
-22.249,-14.998,12.227,-0.159,-0.007,0.962
-32.122,-11.418,20.588,-2.119,-0.057,-1.345
-37.419,-6.57,25.083,-3.878,0.239,-3.588
-35.278,1.505,23.924,-4.682,0.19,-5.36
-27.684,13.842,18.532,-4.178,-0.299,-5.384
-21.765,18.992,12.979,-1.828,-0.404,-2.93
-14.136,13.349,5.981,0.536,-0.426,-0.827
-10.276,5.494,3.123,2.447,-0.323,0.895
-10.299,-3.967,4.755,3.174,0.231,2.003
-9.06,-10.142,5.74,3.086,0.936,2.379
-9.003,-12.383,5.874,2.507,1.205,2.288
-7.654,-11.968,5.943,2.196,1.621,2.281
-6.129,-9.502,4.701,1.728,1.324,2.491
-5.779,-5.857,3.461,1.724,1.085,3.08
-10.814,-9.745,5.22,1.717,1.068,3.736
-17.019,-17.699,8.766,0.61,0.298,2.286
-25.331,-16.382,14.381,-1.345,0.368,0.19
-34.921,-9.43,19.863,-3.153,0.065,-2.139
-37.251,-3.089,21.08,-4.46,-0.52,-4.284
-32.464,8.569,18.519,-4.697,-1.132,-5.586
-25.785,20.493,14.148,-3.222,-1.017,-4.192
-19.589,18.549,8.791,-0.795,-1.513,-1.94
-12.089,9.176,4.278,1.384,-1.124,-0.043
-9.602,0.079,3.78,2.684,-0.094,1.196
-8.799,-6.772,5.585,3.255,0.75,1.826
-8.487,-10.225,6.541,2.997,1.283,1.961
-6.87,-10.396,6.625,2.6,1.728,1.947
-4.933,-9.155,6.174,2.271,1.493,2.329
-4.687,-5.608,5.291,2.061,0.95,3.091
-6.938,-6.706,5.414,1.939,0.219,3.954
-13.669,-13.187,9.401,1.285,-0.544,3.689
-22.496,-16.432,14.951,-0.844,-0.05,1.476
-33.767,-12.039,25.943,-2.803,0.738,-0.803
-37.609,-5.509,31.193,-4.345,1.21,-3.246
-35.252,3.826,29.022,-5.022,1.072,-4.989
-29.852,14.664,23.507,-4.245,1.192,-4.994
-22.078,18.727,16.929,-1.793,0.53,-2.795
-12.239,13.534,6.286,0.467,0.047,-0.691
-9.581,3.787,2.431,2.397,0.063,1.262
-10.215,-4.8,5.0,3.115,0.876,2.223
-8.775,-9.262,5.816,3.094,1.624,2.471
-7.276,-10.206,6.807,2.785,1.93,2.563
-7.017,-10.725,7.274,2.544,1.764,2.615
-6.127,-8.448,6.005,2.011,1.28,2.846
-6.804,-5.779,4.84,1.917,0.535,3.385
-11.282,-8.313,5.954,1.797,-0.1,3.854
-20.535,-16.939,9.032,0.842,-0.794,2.416
-28.856,-15.317,17.851,-1.177,0.065,0.26
-37.347,-6.127,25.398,-3.075,0.024,-2.12
-37.381,1.932,25.163,-4.124,-0.164,-4.142
-34.133,10.068,22.028,-4.198,-0.33,-5.464
-25.293,21.701,16.842,-2.911,-0.133,-4.266
-17.853,20.069,7.321,-0.651,-1.045,-2.265
-10.361,8.785,0.517,1.563,-0.534,-0.193
-9.206,-2.237,1.254,2.47,0.405,1.251
-7.77,-7.48,3.393,2.585,1.199,2.114
-7.555,-9.404,4.672,2.288,1.832,2.524
-6.166,-8.597,5.475,2.028,2.104,3.065
-6.002,-6.898,5.335,1.827,1.544,3.721
-7.511,-3.975,5.345,2.056,0.875,4.437
-13.735,-9.226,6.98,1.893,-0.052,4.714
-20.098,-18.472,8.325,0.949,-0.694,3.294
-28.275,-19.582,16.709,-0.992,0.247,0.752
-41.119,-15.147,28.018,-3.005,-0.215,-1.975
-41.716,-5.144,29.255,-4.649,-0.135,-4.523
-35.354,6.703,24.915,-4.506,-0.152,-5.791
-30.191,18.497,22.706,-3.214,-0.408,-4.501
-24.406,18.023,13.437,-1.092,-1.424,-2.496
-11.53,11.868,2.293,1.095,-0.419,-0.515
-9.643,-0.325,0.954,2.628,0.134,1.197
-8.962,-7.142,4.165,2.803,1.312,2.238
-8.266,-8.758,5.244,2.654,1.923,2.383
-6.387,-8.972,6.458,2.646,2.302,2.816
-6.053,-9.16,6.729,2.393,1.759,3.271
-6.514,-7.018,5.611,2.117,1.169,3.782
-9.484,-7.324,4.248,1.826,0.079,4.173
-15.665,-16.687,5.886,1.199,0.081,3.665
-23.046,-20.138,11.204,-0.723,-0.242,1.227
-34.208,-15.735,20.43,-2.656,-0.093,-1.209
-39.752,-9.344,25.213,-4.166,0.054,-3.754
-37.368,0.41,23.563,-4.646,0.322,-5.372
-30.698,13.592,19.747,-3.901,-0.09,-5.052
-26.315,18.925,14.344,-1.528,-0.397,-2.397
-17.012,13.722,6.258,0.937,0.15,-0.066
-11.18,3.546,3.782,2.898,0.459,2.139
-11.7,-6.745,6.38,3.558,0.929,3.102
-10.991,-11.582,7.081,3.224,1.621,3.068
-8.03,-12.96,6.871,2.639,2.204,2.724
-5.691,-11.769,5.484,1.985,1.495,2.699
-5.208,-7.493,3.244,1.532,0.933,3.07
-7.772,-10.021,4.552,1.555,0.221,3.848
-15.464,-21.346,10.678,0.322,-0.735,2.745
-23.574,-19.676,17.612,-1.718,-0.432,0.435
-35.027,-13.106,25.26,-3.497,-0.554,-1.871
-37.483,-3.334,27.14,-4.519,-0.605,-4.009
-35.296,7.99,22.525,-4.559,-0.591,-5.169
-31.005,21.843,17.479,-2.582,-0.208,-3.647
-25.072,19.01,11.36,-0.176,-0.345,-1.582
-14.209,11.494,5.115,2.064,0.711,0.519
-11.848,-1.831,5.658,3.277,1.619,2.315
-9.962,-8.839,9.138,3.117,2.638,3.134
-8.144,-12.77,9.67,2.247,2.788,3.053
-5.806,-9.968,8.062,1.863,2.211,3.483
-5.495,-6.794,5.854,1.593,1.461,4.243
-12.557,-13.638,6.543,1.598,0.466,4.933
-24.011,-25.589,11.031,0.302,0.105,3.082
-32.715,-22.457,18.386,-1.485,0.194,0.465
-45.77,-14.695,26.035,-3.506,-0.242,-2.031
-2.399,-1.222,1.895,0.522,0.454,0.777
-2.994,-1.256,3.427,0.889,0.809,1.702
-4.991,-2.202,5.336,1.336,1.016,2.797
-8.279,-2.48,6.724,1.933,0.787,3.788
-11.558,-7.819,8.294,2.493,0.588,4.554
-17.11,-17.8,9.441,1.571,-0.399,3.717
-22.794,-22.347,14.522,-0.469,-0.146,1.13
-31.858,-20.953,24.494,-2.611,-0.45,-1.712
-38.335,-11.119,31.79,-4.954,-0.915,-4.38
-35.753,3.132,29.703,-5.802,-1.058,-5.651
-32.452,18.193,26.576,-4.425,-0.963,-5.245
-29.574,22.891,21.709,-1.682,-1.358,-2.502
-22.238,18.963,12.949,0.605,-0.683,-0.254
-14.369,6.571,6.272,2.814,0.139,1.667
-15.047,-4.555,7.945,3.549,1.117,2.463
-12.142,-10.542,10.0,3.018,1.989,2.608
-7.235,-10.211,8.725,2.248,1.561,2.351
-6.711,-6.196,6.941,2.339,1.049,2.948
-7.49,-3.144,6.806,2.601,0.82,3.791
-10.707,-2.654,7.204,2.766,-0.372,4.232
-15.663,-7.464,8.019,2.325,-0.676,4.308
-22.021,-14.842,9.649,0.9,-0.118,2.87
-29.366,-16.684,16.252,-1.325,0.475,0.024
-39.847,-13.204,26.105,-3.797,0.807,-2.808
-38.169,-0.937,29.14,-5.666,1.322,-5.031
-34.072,12.62,25.293,-5.529,0.51,-5.88
-29.921,23.301,22.413,-3.6,0.009,-4.598
-24.548,23.081,17.306,-0.911,-0.335,-2.129
-13.496,16.373,7.722,1.246,-0.143,-0.105
-11.789,3.399,4.019,2.933,0.125,1.462
-11.334,-5.579,7.006,3.318,1.591,2.171
-9.035,-9.612,8.44,2.792,2.022,2.368
-6.878,-9.591,6.927,2.01,1.823,2.588
-6.414,-7.388,6.079,1.853,1.315,3.198
-7.225,-4.817,6.402,1.843,0.679,4.05
-10.981,-7.346,7.531,1.723,-0.586,4.415
-15.148,-13.722,8.916,0.795,-1.439,3.566
-21.903,-17.167,12.866,-1.117,-0.886,1.248
-29.914,-16.001,20.459,-2.91,-0.375,-1.385
-36.681,-6.506,28.237,-5.076,0.217,-4.06
-28.872,6.466,27.003,-5.776,0.28,-5.181
-27.277,19.234,23.955,-4.329,-0.113,-4.427
-26.009,22.339,21.929,-1.485,-1.096,-1.977
-19.566,18.862,15.045,0.619,-1.0,0.229
-13.764,6.466,7.414,2.729,-1.031,2.066
-18.866,-4.49,7.653,3.361,0.283,2.42
-15.559,-10.782,8.737,2.659,1.827,2.034
-8.804,-9.483,7.321,1.726,2.656,1.673
-7.25,-6.722,6.432,1.585,1.907,1.845
-5.432,-3.685,5.809,1.72,1.51,2.406
-5.079,-1.11,5.33,2.125,0.273,3.227
-8.608,-3.289,7.127,2.544,-0.74,3.88
-16.672,-13.992,10.205,1.342,-1.679,3.3
-26.474,-17.065,18.479,-0.828,-0.221,0.923
-39.259,-14.502,30.977,-3.074,0.346,-1.475
-40.101,-2.075,35.912,-4.751,0.766,-3.935
-36.285,7.505,32.855,-5.299,0.694,-5.313
-29.445,21.681,28.543,-3.901,0.747,-4.799
-22.174,23.734,20.499,-1.42,-0.54,-2.217
-11.611,19.545,8.422,0.925,-0.606,0.081
-12.471,4.206,4.296,2.618,-0.654,2.022
-14.947,-5.273,6.366,3.182,0.479,2.582
-13.482,-9.274,6.676,3.176,1.092,2.332
-10.323,-9.589,7.147,2.99,1.943,2.394
-7.679,-8.365,7.378,2.536,1.463,2.996
-7.44,-4.141,6.657,2.331,1.022,3.76
-9.361,-3.543,6.773,2.489,0.057,4.499
-14.737,-10.427,9.892,1.895,-0.669,4.418
-24.52,-14.11,15.053,-0.328,-0.989,2.178
-34.42,-11.936,24.158,-2.219,-0.012,-0.721
-42.043,-4.574,32.851,-4.434,0.939,-3.575
