ax,ay,az,gx,gy,gz
-1.393,-9.087,-3.195,-0.017,-0.013,0.02
-1.403,-9.117,-3.183,-0.021,-0.014,0.035
-1.467,-9.061,-3.183,-0.023,-0.009,0.053
-1.515,-9.04,-3.182,-0.025,-0.005,0.071
-1.579,-9.069,-3.194,-0.023,-0.001,0.088
-1.633,-9.089,-3.19,-0.022,0.012,0.095
-1.72,-9.096,-3.2,-0.025,0.026,0.096
-1.765,-9.112,-3.179,-0.03,0.041,0.085
-1.812,-9.106,-3.159,-0.036,0.053,0.066
-1.799,-9.067,-3.13,-0.046,0.054,0.048
-1.796,-9.045,-3.148,-0.062,0.044,0.052
-1.834,-9.035,-3.198,-0.081,0.044,0.058
-1.897,-9.037,-3.347,-0.112,0.05,0.072
-1.945,-8.952,-3.494,-0.158,0.08,0.112
-2.01,-8.704,-3.626,-0.221,0.153,0.216
-1.991,-8.386,-3.736,-0.29,0.241,0.437
-1.527,-7.725,-3.651,-0.425,0.346,0.826
-1.202,-6.707,-3.235,-0.608,0.437,1.348
-0.961,-6.067,-2.555,-0.817,0.496,2.108
-0.634,-5.067,-1.95,-1.107,0.385,2.977
-0.682,-3.61,-1.611,-1.534,0.234,3.8
-1.698,-1.903,-1.651,-2.072,0.238,4.428
-3.172,-0.079,-1.534,-2.703,0.041,4.803
-9.044,2.679,-1.082,-3.447,-0.724,4.542
-21.106,0.675,5.421,-4.341,-1.69,3.166
-31.354,0.792,12.346,-5.572,-1.69,0.356
-41.79,4.787,22.455,-6.622,-1.991,-2.428
-45.505,18.054,28.679,-6.597,-1.812,-5.099
-40.963,24.111,27.612,-5.794,-1.993,-5.884
-31.091,27.167,21.574,-4.102,-0.701,-4.822
-24.213,24.347,15.129,-1.838,-0.698,-2.604
-16.214,16.741,6.957,0.3,0.536,-0.632
-13.361,-0.349,2.38,1.271,1.239,1.142
-13.941,-10.594,4.896,1.491,3.545,1.386
-13.254,-14.153,6.573,1.069,4.726,0.731
-9.362,-14.031,8.344,0.468,6.24,0.489
-5.538,-13.27,8.437,-0.09,6.184,0.596
-1.807,-12.088,7.619,-0.51,6.076,1.034
0.393,-11.023,5.99,-0.716,4.636,1.455
2.076,-9.194,3.988,-0.803,3.036,1.758
2.208,-7.573,2.162,-0.73,1.279,1.861
1.965,-5.772,0.747,-0.588,0.103,2.117
0.966,-4.475,0.486,-0.458,-0.905,2.565
0.811,-2.554,0.546,-0.518,-1.715,3.353
-2.859,-0.767,1.659,-0.679,-2.664,4.317
-11.133,-1.857,6.532,-1.668,-2.973,5.05
-23.202,-6.147,13.994,-3.391,-3.061,3.603
-32.474,-4.109,22.148,-4.997,-2.305,0.943
-41.675,1.357,25.402,-5.866,-1.746,-2.02
-38.281,11.433,26.108,-6.045,-0.901,-3.834
-31.664,17.775,20.566,-5.144,-0.471,-4.72
-21.712,22.077,13.42,-3.044,-0.21,-3.275
-16.6,18.378,6.138,-0.769,-0.622,-0.987
-11.585,9.039,3.905,0.797,-0.256,0.908
-14.878,-5.11,3.164,1.519,1.112,1.037
-14.237,-12.281,5.307,1.769,2.439,0.219
-13.227,-13.861,6.041,1.413,3.738,-0.801
-9.185,-13.704,6.655,0.686,5.305,-1.351
-4.402,-11.751,6.831,-0.138,6.197,-1.247
0.206,-9.248,6.739,-0.816,5.322,-0.327
0.778,-6.772,5.486,-1.116,3.82,0.936
1.762,-5.959,4.943,-1.076,2.41,2.112
1.853,-5.023,3.398,-0.76,0.308,2.881
0.763,-3.726,1.73,-0.239,-0.927,3.78
-0.534,-2.809,1.382,0.089,-1.493,4.771
-3.683,-1.876,2.567,-0.24,-2.367,5.694
-14.402,-5.766,9.071,-1.859,-2.123,6.226
-26.607,-8.163,15.788,-3.723,-0.418,4.291
-35.987,-3.828,26.997,-5.616,0.042,1.393
-47.199,3.598,33.601,-6.448,1.06,-1.861
-43.758,10.033,34.143,-6.215,1.334,-4.645
-36.286,20.086,26.255,-4.608,0.637,-5.697
-27.509,23.873,18.398,-2.43,-0.528,-3.97
-20.799,16.838,8.174,-0.002,-0.174,-1.796
-11.776,5.511,2.425,1.32,-0.478,0.201
-13.399,-5.076,1.904,1.691,1.253,1.587
-11.076,-13.416,4.266,1.685,2.91,1.39
-8.655,-16.402,6.581,1.282,4.184,0.998
-5.328,-15.587,7.048,0.579,5.017,1.216
-3.139,-14.444,7.22,-0.033,5.516,1.776
-1.544,-12.679,6.489,-0.354,5.141,2.264
-0.662,-10.076,4.878,-0.527,4.017,2.894
-0.691,-7.75,3.09,-0.559,2.745,3.402
-0.803,-6.077,2.025,-0.592,1.236,3.61
-0.565,-3.124,1.052,-0.699,-0.186,3.893
-3.631,-1.664,1.337,-0.743,-1.879,4.403
-13.278,-7.197,6.8,-1.384,-2.307,4.617
-24.83,-11.476,14.448,-3.127,-2.137,2.292
-34.475,-8.893,22.5,-4.637,-1.231,-0.307
-43.785,-1.378,25.25,-4.504,-0.63,-3.147
-41.26,6.398,25.679,-4.44,-0.063,-4.832
-33.373,16.521,19.362,-3.808,0.055,-5.779
-23.103,21.816,11.846,-2.0,-0.154,-3.949
