ax,ay,az,gx,gy,gz
-5.633,-7.633,2.313,0.031,-0.031,0.027
-5.601,-7.533,2.229,0.026,-0.096,-0.01
-5.621,-7.375,2.149,0.059,-0.085,0.017
-5.35,-7.043,2.146,0.124,0.031,0.143
-4.925,-6.558,2.196,0.241,0.034,0.383
-4.864,-6.179,2.342,0.417,0.139,0.744
-4.606,-5.574,2.382,0.656,0.453,1.236
-4.081,-4.772,2.369,0.913,0.76,1.884
-3.753,-3.651,2.365,1.149,0.817,2.648
-4.199,-1.988,2.282,1.275,0.685,3.446
-6.608,0.158,2.73,1.133,0.417,4.102
-9.534,1.736,4.577,0.471,0.319,4.545
-14.659,2.374,8.877,-0.503,-0.182,4.147
-19.373,-0.218,14.839,-2.374,-0.21,2.136
-23.929,0.799,21.215,-4.38,-0.456,-0.656
-25.865,4.687,23.853,-6.081,0.179,-3.401
-22.05,10.224,24.909,-6.622,0.633,-4.532
-17.358,14.068,19.653,-5.974,-0.332,-4.984
-14.987,16.876,14.006,-4.06,-0.666,-3.725
-11.205,12.742,7.261,-1.864,-0.036,-1.732
-8.089,4.181,4.36,0.136,-0.267,-0.015
-9.75,-4.56,2.078,1.206,-0.505,0.099
-9.75,-10.377,3.728,1.33,1.392,0.2
-6.812,-12.153,4.331,1.086,2.667,0.158
-3.868,-11.018,4.947,0.848,3.307,0.29
-1.07,-8.162,4.415,0.883,3.587,0.929
0.375,-6.611,3.509,1.376,3.474,1.833
0.817,-5.552,2.616,1.909,2.864,2.742
0.045,-4.123,1.752,2.451,1.716,3.475
-2.786,-2.729,2.449,2.996,0.684,4.101
-5.719,-2.219,3.98,3.286,0.19,4.808
-10.161,-2.115,8.623,2.751,-0.202,5.118
-16.531,-2.676,14.697,1.058,-0.152,4.398
-22.209,-1.863,22.465,-1.36,0.229,2.09
-26.479,2.745,28.428,-3.863,0.294,-0.661
-29.693,10.611,30.875,-6.26,0.605,-3.55
-24.803,17.769,27.479,-7.3,0.996,-5.289
-17.763,22.4,21.075,-6.418,0.287,-5.487
-13.433,22.78,12.534,-4.269,-0.699,-3.675
-10.527,16.378,5.417,-1.899,-0.698,-1.598
-8.084,4.504,2.099,0.404,-0.723,-0.138
-9.497,-5.109,1.53,1.652,-0.432,0.142
-10.312,-10.333,1.906,2.017,0.488,-0.142
-7.859,-12.546,2.623,1.751,2.351,-0.447
-3.051,-11.772,3.238,1.342,3.28,-0.408
0.985,-8.221,2.386,1.055,3.251,0.294
2.138,-5.54,1.325,1.343,2.833,1.443
2.267,-3.628,0.936,1.885,2.426,2.67
