ax,ay,az,gx,gy,gz
6.429,-11.112,-8.271,-0.737,-1.071,-0.422
1.286,-15.448,-9.814,-1.272,-2.093,-1.049
-5.666,-19.103,-7.833,-2.413,-3.757,-2.612
-9.331,-3.487,-12.886,-3.674,-5.518,-4.425
-4.374,-5.008,-0.849,-3.73,-3.44,-2.466
-4.579,5.238,1.943,-3.415,-2.592,-0.681
-0.479,8.298,0.779,-2.461,-0.019,1.07
5.581,8.497,-4.666,-1.222,2.174,3.353
7.647,-9.81,-2.84,-0.089,3.802,5.356
1.498,-5.608,-11.181,0.612,2.849,3.815
3.751,-12.498,-10.033,0.989,3.821,2.31
6.419,-12.092,-7.685,0.687,2.595,1.201
6.935,-10.971,-5.082,0.342,1.28,0.665
7.872,-8.615,-2.154,-0.071,0.348,0.335
9.19,-5.309,0.106,-0.275,-0.228,0.204
