ax,ay,az,gx,gy,gz
21.237,-7.897,-11.279,-0.736,-1.009,1.458
18.384,-10.039,-7.809,-0.418,-3.676,2.282
10.285,-8.439,-3.671,-1.061,-5.804,1.563
6.722,-0.611,-2.378,-2.069,-7.119,0.151
3.06,5.393,-0.11,-1.386,-6.128,-0.751
3.41,10.219,1.292,-0.803,-3.082,-0.64
3.803,12.715,-1.063,-0.684,0.41,0.377
6.692,12.066,-3.21,0.193,3.903,1.723
4.806,3.748,-2.076,1.599,6.204,2.258
6.346,-1.535,-3.17,0.946,6.496,1.215
9.803,-4.347,-6.176,0.446,6.806,-0.407
16.98,-8.03,-9.32,0.189,5.054,-1.334
20.363,-9.297,-11.446,0.183,3.112,-0.948
23.407,-9.742,-10.47,0.079,1.634,0.434
22.712,-10.68,-7.244,-0.11,-1.225,1.847
