ax,ay,az,gx,gy,gz
23.984,-2.644,-15.765,-0.162,0.476,-0.932
24.754,-2.261,-15.756,0.6,-1.398,0.851
22.566,-1.111,-12.78,1.687,-3.785,1.746
17.859,-0.298,-8.516,2.363,-5.634,1.098
14.041,1.537,-4.826,2.289,-6.424,-0.323
11.747,6.04,-2.454,1.635,-6.646,-1.5
8.882,8.174,0.54,1.126,-5.419,-1.568
7.606,10.059,0.59,0.13,-3.38,-0.807
7.546,10.841,-0.952,-0.784,-0.622,0.862
7.836,9.145,-3.067,-1.281,2.252,2.512
6.848,3.619,-3.29,-1.576,4.446,2.955
7.285,1.497,-7.914,-2.222,4.904,1.71
8.876,-0.157,-12.28,-2.393,5.455,0.448
10.911,-1.059,-15.389,-2.219,4.632,-0.549
12.511,-1.025,-17.553,-1.734,3.019,-0.82
