ax,ay,az,gx,gy,gz
0.999,-11.109,-8.462,-1.213,-1.383,0.477
-3.816,-14.023,-9.135,-1.6,-2.161,-0.488
-8.546,-14.968,-6.405,-2.177,-2.699,-2.464
-9.734,2.668,-6.851,-2.715,-3.794,-4.331
-4.879,8.528,-1.787,-1.509,-1.733,-4.176
0.574,19.422,0.337,-1.712,-1.217,-3.132
4.092,26.029,0.178,-1.25,-0.446,-0.771
8.705,29.397,-3.035,-0.51,0.982,2.219
10.346,11.376,-2.012,0.363,2.735,4.716
5.424,7.12,-6.907,-0.157,1.267,4.932
1.1,-2.739,-8.084,0.946,1.709,4.032
2.266,-8.9,-7.689,1.22,1.772,2.259
2.342,-12.249,-7.211,1.156,0.861,1.076
2.844,-11.594,-6.371,0.945,0.414,0.419
3.381,-11.275,-4.939,0.524,0.197,0.056
