ax,ay,az,gx,gy,gz
13.691,-2.33,-21.901,-0.568,4.055,0.135
17.396,-3.444,-21.346,0.772,1.32,1.305
15.361,-6.714,-15.78,1.578,-1.733,1.834
12.449,-5.415,-10.496,1.546,-4.127,0.816
12.58,-0.146,-3.613,0.496,-6.251,-0.339
9.585,5.757,0.375,0.003,-6.139,-0.783
7.07,9.86,2.915,-0.558,-3.545,-0.639
6.913,11.485,1.613,-1.496,-0.052,0.438
8.407,10.517,-0.957,-1.99,3.011,1.976
6.584,5.514,-4.32,-1.79,5.181,2.402
7.636,2.879,-8.338,-2.165,5.648,1.25
10.423,0.932,-12.92,-2.554,5.312,0.075
12.618,1.019,-18.439,-2.245,3.718,-0.715
14.524,2.262,-20.842,-1.272,2.117,-0.56
18.645,2.578,-21.82,0.003,1.815,1.159
