ax,ay,az,gx,gy,gz
6.892,-15.049,-1.007,-0.224,-0.123,-1.016
7.196,-17.806,-0.691,-0.796,-2.361,-0.89
6.197,-18.664,-0.291,-1.498,-4.417,-1.29
7.102,-13.567,0.469,-2.519,-6.071,-2.379
7.273,-3.929,2.076,-3.847,-7.657,-2.646
1.535,3.56,2.403,-3.754,-7.923,-2.82
-0.881,10.022,1.675,-2.898,-4.431,-2.552
-2.134,14.673,2.007,-1.436,-0.938,-1.337
-1.773,11.809,4.787,-0.19,2.554,0.994
1.065,3.207,4.78,0.856,5.822,2.126
6.783,-1.989,4.386,1.052,7.348,3.252
8.96,-6.505,3.171,0.781,5.856,3.727
9.937,-12.011,0.829,0.314,4.592,3.253
8.886,-14.462,-3.208,0.173,3.499,2.002
6.728,-13.614,-4.339,0.501,2.22,1.119
