ax,ay,az,gx,gy,gz
-1.176,-6.619,-9.25,-0.989,-1.964,1.49
-6.47,-7.508,-10.05,-1.135,-2.863,-0.158
-8.469,-8.39,-9.011,-1.483,-2.872,-2.438
-7.871,1.938,-7.536,-2.268,-4.127,-4.482
-7.14,9.86,-4.532,-1.81,-1.78,-5.23
1.071,19.878,-2.089,-1.898,-1.301,-3.889
5.133,25.74,-1.857,-1.539,-0.955,-1.362
7.695,27.995,-3.447,-0.902,0.018,1.615
7.686,16.525,-4.062,0.154,1.907,4.046
5.979,8.154,-5.575,0.134,0.54,4.954
-0.801,-1.99,-6.098,0.783,1.662,3.636
-0.451,-7.135,-6.149,0.897,2.429,1.463
4.39,-9.432,-5.584,0.692,3.245,-0.318
8.971,-9.332,-5.545,0.225,2.203,-0.655
9.558,-9.171,-6.913,-0.342,1.008,-0.205
